ID,SMILES,DATA
609,c1ccc(c(c1)C(=O)O)/N=N\c2c3ccc(cc3cc(c2O)S(=O)(=O)O)S(=O)(=O)O,6
610,c1cc(c(cc1Nc2ccnc3c2ccc(c3)Cl)O)C(=O)O,4
611,COc1ccc2c(c1)c(c3ccc(cc3n2)Cl)Nc4ccc(c(c4)CN5CCCC5)O,5.514
612,CC(C)c1ccc2c(c1)CCC3C2CCCC3(C)NCc4ccccc4,5.274
613,c1cc(ccc1C(=O)CSSCC(=O)c2ccc(cc2)Cl)Cl,5.469
614,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)O,5.538
615,C[C@@H]1C[C@@]2([C@@H]3[C@@H](CCC2=CC1=O)[C@@H]4CC[C@@]([C@]4(C[C@@H]3O)C)(C(=O)COC(=O)C)O)C,4
616,c1cc(ccc1[As](=O)(O)O)[As](=O)(O)O,4
617,c1cc(ccc1S(=O)(=O)Nc2nccs2)[As](=O)(O)O,4
618,c1cc(ccc1C(=O)NCC(=O)O)[As](=O)(O)O,4
619,c1cc(ccc1/N=N/c2ccc(cc2)[As](=O)(O)O)O,4
620,c1cc(ccc1C(=O)N)C(=O)Nc2ccc(cc2)[As](=O)(O)O,4
621,c1ccc(cc1)c2c(c(c3ccccc3n2)O)Br,4.6785
622,COc1ccc2c(c1)c(ccn2)C(C3CC4CCN3CC4C=C)O,4.4
623,C1C2C=CC1C(C2C(=O)O)N,4
624,c1ccc2cc(c(cc2c1)C(=O)Nc3cccc(c3)Cl)O,5.065
625,CCN(CC)CCCC(C)Nc1c2ccc(cc2nc3c1cc(c(c3)OC)OC)Cl,5.818
626,CN(C)c1ccc(cc1)Nc2c3ccccc3nc4c2cccc4,5.909
627,CCN(CC)CC(CNc1c2ccc(cc2nc3c1cc(c(c3)OC)OC)[N+](=O)[O-])O,6.286
628,COc1ccc2c(c1)c(c3ccccc3n2)NCCNCCO,6.224
629,c1cc2c(ccnc2cc1Cl)NCCNC3CCCCC3,5.551
630,Cc1cc(c(cc1Nc2c3ccc(cc3nc4c2cc(cc4)OC)Cl)C(C)C)O,5.683
631,CCN(CC)CCCC(CNc1ccnc2c1ccc(c2)Cl)c3ccc(cc3)Cl,5.921
632,CCCCN(CCCC)Cc1cc(ccc1O)Nc2ccnc3c2ccc(c3)Cl,4.757
633,c1ccc(cc1)c2cc(c3cc(ccc3n2)Cl)C(C4CCCCN4)O,5.586
634,c1ccc2c(c1)c(c[nH]2)CC(C(=O)O)N,3.523
635,c1cc(cnc1)C(=O)N,5.223
636,c1ccc(cc1)S(=O)(=O)NNC(=O)c2cccnc2,4.225
637,c1ccc(c(c1)/C=C/C(=O)c2ccc(cc2)O)Cl,5.209
638,Cc1c(nc2ccccc2n1)NS(=O)(=O)c3ccc(cc3)N,4
639,c1c(cc(c(c1NC(=O)N)O)I)[As](=O)(O)O,4
640,c1cc(ccc1S(=O)(=O)O)Cl,4.603
641,CC(CC(C#N)(c1ccccc1)c2ccccc2)N3CCCCC3,4.627
642,Cc1c(c(=O)[nH]c(=O)[nH]1)CO,4
643,c1cc2c(cc1Cl)nnc(n2)N,4
644,c1ccc2c(c1)c(ncn2)NCC(CO)O,4
645,c1cc(c(cc1Br)C(=O)C(=O)c2cc(ccc2O)Br)O,5.26
646,CCCCNc1c2ccc(cc2ncc1CN)Cl,5.328
647,CCN1CCC(CC1)Nc2ccnc3c2ccc(c3)Cl,4.433
648,CCCCCCCCCCN(CCCCCCCCCC)CC(=O)c1ccc2cc(c3ccccc3c2c1)Br,5.626
649,CCN(CC)CCC(CNc1ccnc2c1ccc(c2)Cl)c3ccc(cc3)OC,5.558
650,CCCCCCCN(CCCCCCC)CC(c1cc2ccccc2c3c1ccc(c3)Br)O,4.389
651,c1ccc2c(c1)c(cc(n2)c3ccc(cc3)Cl)C(C4CCCCN4)O,6.303
652,CCN(CC)CCCNCc1cc(nc2c1cccc2)c3ccccc3,5.655
653,Cc1ccc(cc1C)NC(=O)CSC(=O)N,4
654,Cc1cc(=O)nc([nH]1)NC(=N)Nc2ccc(cc2)Cl,4
655,Cc1cc(nc(n1)NC(=O)CSc2ccc(cc2)Cl)Cl,4
656,COc1cc2cccnc2c(c1)NCCC3CCCCN3,4.6
657,Cc1cc(c2cc(ccc2n1)OC)Sc3nc4ccccc4s3,6.424
658,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@H]([C@@]2(C(=O)CO)O)O)CCC4=CC(=O)C=C[C@@]43C)F)O,5.855
659,c1ccc(cc1)c2ccc(=O)[nH]n2,4
660,CN1CCCCC(C1=O)C(c2ccccc2)(c3ccccc3)O,4.068
661,CCN(CC)CCCCCCNc1cc(cc2c1nccc2)OC,5.621
662,CCN(CC)CCCC(C)Nc1c2ccc(cc2ncc1c3ccccc3)Cl,4.842
663,CCN(CC)CCCC(C)Nc1ccnc2c1ccc(c2)Oc3ccccc3,5.328
664,c1ccc(cc1)c2cc(c3ccc4ccccc4c3n2)C(C5CCCCN5)O,7.326
665,CCN(CC)CCCC(C)Nc1ccnc2c1cc(c(c2)Cl)SCc3ccccc3,6.355
666,CCN(CC)CCCC(C)Nc1cc(nc2c1ccc(c2)OC)c3ccccc3,5.886
667,CCCCN(CCCC)CC(c1ccc(c2c1cccc2)OCc3ccccc3)O,5.475
668,CC1C(=O)N(C2CSC(C(C(=O)N(C(C(=O)OCC(C(=O)N1)NC(=O)c3cnc4ccccc4n3)C(C)C)C)N(C(=O)C(NC(=O)C(COC(=O)C(N(C2=O)C)C(C)C)NC(=O)c5cnc6ccccc6n5)C)C)SC)C,9
669,CCCCCCCCCCCCCCCC1=NCCN1,5.718
670,CC(=C)CNCCN,4
671,c1cc(ccc1n2c(nc(nc2=N)N)N)S(=O)(=O)N,4
672,Cc1cnc2cc(ccc2c1SCC(=O)O)Cl,4
673,COc1ccc2c(c1)c(ccn2)SCC(=O)O,4
674,CCN(CC)CCS(=O)(=O)CCNc1ccnc2c1ccc(c2)Cl,6.178
675,CN(C)CCCNc1c2cc(ccc2nc3c1CCCC3)OC,5.316
676,CCN(CC)CCCCCCNc1cccc2c1ncc(c2)Br,5.504
677,CCN(CC)CCCNc1cccc2c1nccc2SCc3ccccc3,6.748
678,CCN(CC)CCC(CNc1c(cnc2c1ccc(c2)Cl)C)c3ccc(c(c3)Cl)Cl,5.551
679,c1cnccc1CC(C(Cl)(Cl)Cl)O,4.495
680,CCN(CC)c1ccc(cc1)CNc2cc(nc3c2cc(cc3)OC)C,5.556
681,CCN(CC)CCC(CNc1c(cnc2c1ccc(c2)Cl)C)c3ccc(cc3)Cl,5.365
682,c1cc(ccc1CS(=O)(=O)N)[As](=O)(O)O,4
683,c1cc(ccc1C(C(=O)O)O)[As](=O)(O)O,4
684,CC(=O)Nc1ccc(cc1)[As](=O)(O)O,4
685,c1cc(ccc1c2ccc(c(c2)[N+](=O)[O-])[As](=O)(O)O)[As](=O)(O)O,4
686,c1ccc(cc1)[n+]2cc(on2)O,4
687,COc1ccccc1NC(=O)CSC(=O)N,4.891
688,Cn1c(ccc1Sc2ccc(n2C)c3cccnc3)c4cccnc4,5.707
689,CCCCCCCCCCCCCC[n+]1cccc(c1)C(=O)N,5.825
690,CN(C)c1nc(nc(n1)N(C)C)N(C)C,3.834
691,Cc1cc2cc3cc(c(cc3nc2cc1N)N)C,6.417
692,c1ccc2c(c1)cc(c(c2S(=O)(=O)O)/N=N/c3ccc(cc3)N)S(=O)(=O)O,4.458
693,c1ccc(cc1)C(=O)Nc2cccc3c2C(=O)c4cccc(c4C3=O)N,6.397
694,c1ccc(cc1)C(c2ccc3ccccc3c2O)(c4ccc5ccccc5c4O)O,6.224
695,CCN(CC)c1ccc2c(c1)[n+](c3cc(ccc3n2)/N=N\c4ccc(cc4)N(C)C)c5ccccc5,7.288
696,c1cc(ccc1C(=O)NO)[N+](=O)[O-],4.585
697,C/C(=C/c1ccccc1OC)/[N+](=O)[O-],6.393
698,CC/C(=C/c1ccc(cc1)OC)/[N+](=O)[O-],5.707
699,CC/C(=C/c1ccc(cc1OC)OC)/[N+](=O)[O-],5.687
700,CS/C(=C(\C#N)/SC)/C#N,5.252
701,c1cc(ccc1C=C2C(=C(C(=C2Cl)Cl)Cl)Cl)[N+](=O)[O-],5.655
702,COc1ccc(cc1)C(=O)C2=NON3C2(O3)C(=O)c4ccc(cc4)OC,5.631
703,CCN(CC)CCCC(C)Nc1ccnc2c1ccc(c2)Cl,4.682
704,COc1ccc2c(c1)c(c3ccc(cc3n2)Cl)NCCCNCCO,6.322
705,CC(CNCCNc1c2ccc(cc2nc3c1cc(cc3)OC)Cl)O,5.608
706,CC(CNCCNc1c2ccccc2nc3c1cc(cc3)OC)O,6.36
707,CCN(CC)CCSCCCNc1c2ccc(cc2nc3c1cc(cc3)OC)Cl,5.899
708,CCN(CC)CCCC(C)Nc1c2ccc(cc2nc3c1cc(cc3)OC)C,5.739
709,Cn1c2c(c(=O)n(c1=O)C)[nH]c(n2)CCCCC(=O)O,4
710,Cn1c2c(c(=O)n(c1=O)C)n(c(n2)Cc3ccccc3)CC(=O)O,4
711,Cn1c2c(c(=O)n(c1=O)C)[nH]c(n2)CCNC(=O)c3ccccc3,4
712,Cc1ccc(cc1)S(=O)(=O)OC2C(OC3C2OC(O3)(C)C)C4COC(O4)(C)C,4
713,CC(CO)(CO)Nc1c2ccccc2ncn1,4
714,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O,4
715,c1ccc2c(c1)c(cc(n2)c3cccc(c3)Cl)C(C4CCCCN4)O,5.681
716,CCN(CC)CCCC(C)Nc1c2ccc(cc2nc3c1cc(cc3)OC)Cl,6
717,CCCCN(CC)CCCCCCCCCCN1CCCc2c1ccc(c2)OC,5.523
718,CN(C)CCN(Cc1ccc(cc1)OC)c2ccccn2,4
719,CC(=CC1C(C1(C)C)C(=O)OCc2cc3c(cc2Cl)OCO3)C,4.487
720,C=C1C(CCC1=O)C(=O)O,4
721,CC(C)COc1nc2c(n1C)c(=O)n(c(=O)n2C)C,4
722,Cn1c2c(nc1NCCNc3nc4c(n3C)c(=O)n(c(=O)n4C)C)n(c(=O)n(c2=O)C)C,4
723,c1ccc2c(c1)ncc(n2)NS(=O)(=O)c3ccc(cc3)NC(=N)NC(=N)Nc4ccc(cc4)Br,4
724,CN(C)CN1CN(C(=S)SC1)CN(C)C,5.09
725,c1ccc(cc1)C=C2c3ccccc3C(=O)c4c2cccc4,5.558
726,CN(C)CS/C(=N\C(C(Cl)(Cl)Cl)O)/N,4.288
727,CCN(CC)CCNc1ccc(c2c1c(=O)c3ccccc3s2)C,5.719
728,CC(C)(CNCCCNc1c2ccc(cc2nc3c1cc(c(c3)OC)OC)[N+](=O)[O-])O,6.299
729,Cc1cccc2c1nc3ccccc3c2N,5.594
730,COc1ccc2c(c1)c(c3ccc(cc3n2)Cl)NCCNCC(CO)O,5.773
731,c1[nH]c2c(ncnc2n1)N,4.489
732,CC1(CCC(=O)NC1CC(=O)CC2C(CCC(=O)N2)(C)C)C,4
733,COc1cc(cc2c1oc(=O)c(c2)C(=O)O)CN3CCCCC3,4
734,CC(C)NCCCCCNc1cc(cc2c1nccc2)O,4.29
735,c1ccc2c(c1)C(=O)c3c(nc[nH]3)C2=O,4.303
736,CCc1[nH]c2c(n1)C(=O)c3ccccc3C2=O,4.314
737,CN1C(=O)CSC1=S,4
738,c1ccc2c(c1)cc(c(=O)o2)C(=O)O,4
739,CCCCCCCCCCCCCCCC[n+]1ccccc1,7.334
740,CN(C)CCCN1c2ccccc2Sc3c1cc(cc3)C(F)(F)F,4.792
741,c1cc(ccc1C(=O)O)NCC(=O)O,4
742,CC1C2C(C(=O)OC3C24COC(C1O)(C4C5(C(C3)C(=CC(C5O)O)C)C)O)O,5.152
743,CC[C@@](C)(C(=O)O[C@@H]1[C@H]2[C@H]([C@H]([C@]3([C@H]4[C@@]2(CO3)[C@@H](C[C@@H]5[C@@]4([C@@H]([C@H](C=C5C)O)O)C)OC1=O)O)O)C)O,5.378
744,c1ccc2c(c1)c(c3ccccc3n2)NN,6.163
745,C(C(C(=O)O)NC(=O)N)C(=O)O,4
746,c1cc(cnc1)C(=O)O,4
747,c1ccc2c(c1)/C(=N)/C=C(C2=O)N,6.545
748,CCCCC/C(=C/c1ccccc1)/C=C(C#N)C#N,5.601
749,C1CCN(CC1)CCCC(=O)O,4
750,Cc1ccc(c(c1O)C)C2(CCN(CC2)C)c3ccc(c(c3C)O)C,4.221
751,C(C=O)C(C(C(CO)O)O)O,4
752,[N+](=O)(O)[O-],2.632
753,c1ccc-2c(c1)Cc3c2ccc(c3)/N=C/c4ccccn4,4.638
754,c1ccc(cc1)/C=C/C=N/c2ccc-3c(c2)Cc4c3cccc4,4.832
755,COc1ccc2c(c1)c(c3ccc(cc3n2)Cl)N,6.484
756,CC1=CC(=O)C(=CC1=O)C,6.548
757,COc1cc(ccc1O)C=O,4
758,c1cc(ccc1C(=O)Nc2ccc(cc2)[N+](=O)[O-])[N+](=O)[O-],4
759,c1ccc2c(c1)C(=O)c3c(ccc(c3C2=O)O)O,4
760,c1ccc2cc(ccc2c1)Nc3ccc(cc3)O,5.114
761,c1ccc2c(c1)[nH]c(n2)CCl,4
762,CC(C)C1=CC23CCC4C(C2CC1C(C3C(=O)O)C(=O)O)(CCCC4(C)C(=O)O)C,4
763,CCN(CC)CCOC(COc1cc(cc(c1)C)C)COc2cc(cc(c2)C)C,5.648
764,c1ccc(cc1)C(=O)Nc2ccc(cc2)[Sb](=O)(O)O,4
765,c1c(ccc(c1)/N=N/c2c(cc(c(c2)[As](=O)(O)O)O)O)c3ccc(cc3)/N=N/c4c(cc(c(c4)[As](=O)(O)O)O)O,4.339
766,C(C(=O)O)O[Sb](O)(O)(O)OCC(=O)O,4
767,C1(C(O[Sb](OC1C(=O)O)(O)(O)O)C(=O)O)O,4
768,C(C1C(O[Sb](O1)O)C(C(C(=O)O)O)O)O,4.477
769,C(C1C(O[Sb](O1)O)C(C(C(=O)O)O)O)O,4.724
770,Cc1ccc(cc1)[Sb]2(OC(C(O2)C(C(C(=O)O)O)O)CO)(O)O,4
771,COc1ccc2c(c1)[nH]c3c2CCN4[C@@H]3C[C@H]5[C@@H](C4)C[C@H]([C@@H]([C@H]5C(=O)OC)OC)OC(=O)/C=C/c6cc(c(c(c6)OC)OC)OC,5.829
772,c1ccc(cc1)[C@H](C#N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O,3.602
773,COc1ccccc1/C=C/c2ccnc3c2cccc3,4.849
774,c1ccc(c(c1)/C=C/c2ccnc3c2cccc3)Cl,4.688
775,CN(C)c1ccc(cc1)/C=C(\C#N)/c2ccccc2,6.225
776,Cc1ccc(c2c1sc3ccccc3c2=O)NCCN4CCCCC4,5.624
777,CCN(CCNc1ccc(c2c1c(=O)c3ccc(cc3s2)Cl)C)CC(C)O,5.695
778,CCN(CCNc1ccc(c2c1c(=O)c3ccc(cc3s2)Cl)C)CC(C)(C)O,5.125
779,CCN(CCNc1ccc(c2c1c(=O)c3ccccc3s2)C)CC(C)(C)O,5.158
780,CCCCCCN(CCCCCC)/C(=N)/c1ccnc2c1cccc2,5.498
781,CN(CCC(=O)/C(=C\c1ccccc1)/c2ccc(cc2)Cl)Cc3ccccc3,5.842
782,CCCCCCCCN(CCCCCCCC)/C(=N)/c1ccnc2c1cccc2,6.332
783,C(C(C(=O)O)N)S/C(=C/Cl)/Cl,4.692
784,c1c(cc(c2c1c3cc(cc(c3[nH]2)Cl)[N+](=O)[O-])Cl)[N+](=O)[O-],6.407
785,c1ccc2c(c1)-c3ccccc3C2C(CC(=O)O)C(=O)O,4.49
786,c1ccc2c(c1)ccc(c2/N=N\c3ccc(cc3[N+](=O)[O-])[N+](=O)[O-])O,4.531
787,Cc1ccc(cc1)NSc2ccccc2[N+](=O)[O-],6.071
788,Cc1c(ccc(c1Cl)/N=N/c2c3ccccc3cc(c2O)C(=O)O)S(=O)(=O)O,4
789,c1ccc2c(c1)ccc(c2/N=N/c3ccc4ccccc4c3S(=O)(=O)O)O,4.315
790,CCN(CC)CCCNC(=O)c1ccc(cc1O)[N+](=O)[O-],4
791,C[N+](C)(C)CCN(Cc1cccs1)c2ccccn2,4
792,c1cc(c(c2c1cc(cc2)S(=O)(=O)O)N)OCC(=O)O,4
793,CNc1ccc2c(c1)[s+]c3cc(ccc3n2)N,6.234
794,CNc1ccc2c(c1)[s+]c3cc(ccc3n2)N(C)C,6.311
795,Cc1ccc(cc1)S(=O)(=O)Oc2cc(cc3c2c(cc(c3)S(=O)(=O)O)N)S(=O)(=O)O,4
796,C/C=C\C=C\C=C\C(=O)O,4
797,c1ccc2c(c1)-c3ccc(c4c3c(ccc4)C2=O)S(=O)CC(=O)O,4
798,CCN(CC)c1ccc2c(c1)n(c-3cc(=O)c4ccccc4c3n2)c5ccccc5,5.633
799,CCN(CC)c1ccc2c(c1)[n+](c3cc(ccc3n2)/N=N/c4c5ccccc5ccc4O)c6ccccc6,4
800,COc1ccc(cc1)[Hg]Cl,5.975
801,CC(C(c1ccccc1)O)[N+](=O)[O-],4.998
802,COc1ccc(cc1)C(=O)c2ccc(cc2)[As]=O,7.529
803,CCN1CCC(CC1)(C(c2ccccc2)C(=O)O)O,4
804,CCN(CC)C(COC(c1ccccc1)(c2ccccc2)c3ccccc3)C=C,5.425
805,CCN(CC)c1ccc(cc1)/C=C/c2cc(c3ccccc3n2)C,5.545
806,C(CCO)CC(C(=O)O)N,4
807,Cc1ccc(cc1)S(=O)(=O)OCC(=O)O,4
808,CCN(CC)CCNC(=O)c1ccc(cc1OC)[N+](=O)[O-],4
809,COc1cc(cc(c1O)O)C=O,4.41
810,C/C(=C\c1ccc2c(c1)OCO2)/[N+](=O)[O-],8
811,COc1cc(ccc1OCc2ccccc2)/C=C\C(=O)O,4
812,CCCCN1CC=CN(C1)CCCC,4
813,C(C(CS)S)O,5.903
814,C(C(C(=O)O)S)(C(=O)O)S,4.703
815,c1ccc(cc1)/C=N/NC(=O)CSCC(=O)N/N=C\c2ccccc2,4
816,CN(C)c1ccc(cc1)/C=N/NC(=O)CSCC(=O)N/N=C\c2ccc(cc2)N(C)C,4.218
817,CS(=O)(=O)OCCCOS(=O)(=O)C,4
818,COc1ccc(cc1OC)/C=N/c2c3ccccc3ccc2O,4
819,c1ccc(cc1)C(=O)Nc2ccccc2OC(=O)c3ccccc3,5.231
820,CCOc1ccc(cc1)/N=N/S(=O)(=O)O,4
821,CC(C(=O)C(O)S(=O)(=O)O)OCCOC,4
822,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)C5CCCC5)O)C)O,5.112
823,C[C@H]1C[C@@H](C(=O)[C@@H](C1)[C@@H](CC2CC(=O)NC(=O)C2)OC(=O)CC(=O)c3ccccc3)C,6.331
824,CCC(c1ccc(cc1)OC)C(CC)c2ccc(c(c2)CN3CCCC3)O,5.448
825,CCC(c1ccc(cc1)OC)C(CC)c2ccc(c(c2)CN3CCN(CC3)C)O,5.27
826,COc1ccc2c(c1)c(c3ccc(cc3n2)Cl)NCCCN(CCCl)CCCl,8
827,C=CCc1cc(cc(c1O)CN(CCCl)CCCl)c2cc(c(c(c2)CN(CCCl)CCCl)O)CC=C,5.519
828,c1ccc2c(c1)C(=O)CCC2(CCC(=O)O)C(=O)O,4
829,c1ccc(cc1)C2(CCC(=O)NC2=O)CCc3[nH]c4ccccc4n3,4
830,Cc1c(c2cc(ccc2n1Cc3ccc(c(c3)Cl)Cl)SC)CCN,5.705
831,Cc1c(c2cc(ccc2n1Cc3ccccc3Cl)SC)CCN,5.821
832,C[N+]1(Cc2ccccc2C1)C(Cc3c[nH]c4c3cccc4)CO,4
833,C(CC(=O)O)C(=O)C(=O)O,4
834,c1ccc2c(c1)N(c3cc(ccc3S2)Cl)CCCN4CCCC4,5.406
835,CN(C)CCCN1c2ccccc2Sc3c1cc(cc3)C(F)(F)F,4.693
836,CN1CCN(CC1)CCCN2c3ccccc3Sc4c2cc(cc4)C(F)(F)F,5.664
837,c1cc(cc(c1)Cl)C(=O)CC(=O)c2cccc(c2)Cl,6.059
838,Cc1cc(c(c(c1)C)C(=O)CC(=O)c2cccnc2)C,5.388
839,c1cc(ccc1NC(=N)NC(=N)N)S(=O)(=O)O,4
840,c1ccc(cc1)c2ccc(o2)c3ccc(cc3)C4=NCCN4,5.808
841,c1ccc(cc1)c2ccc(o2)c3ccc(cc3)C(=N)N,5.671
842,CC1CNC(=N1)c2cccc(c2)c3ccc(o3)c4ccccc4,5.612
843,CCN(CC)CCOc1ccc(cc1)C(=O)/C=C\c2ccc(cc2Cl)Cl,5.59
844,CC1=C(C(CCC1)(C)C)CCC(C)NCc2ccc(cc2)OCCCN3CCCCC3,5.813
845,CC1=C(C(CCC1)(C)C)CCC(C)N(C)Cc2ccc(cc2)OCCCN3CCCC3,5.576
846,CC(C)(CN)CN,4
847,CCCCCCCCCCCC1=NC(CN1C(C)C)(C)C,5.568
848,CCCCCCCCCCCCCC1=NC(CN1C(C)C)(C)C,5.812
849,CCCCCCCCCCCCCCCC1=NC(CN1C(C)C)(C)C,5.852
850,CCCCCCCC/C=C/CCCCCCCC1=NC(CN1C(C)C)(C)C,5.792
851,CCCCC/C=C/C/C=C/CCCCCCCC1=NC(CN1C(C)C)(C)C,5.766
852,CCCCCCCCCCCC1=NC(CN1CCO)(C)C,5.451
853,CCCCCCCCCCCCCCCCCC1=NC(CN1CCO)(C)C,5.716
854,CCCCCCCC/C=C/CCCCCCCC1=NC(CN1CCO)(C)C,5.654
855,CCCCCCCCCCCC1=NC(CN1CC(C)O)(C)C,5.545
856,CCCCCCCCCCCCCCCCCC1=NC(CN1CC(C)O)(C)C,5.567
857,CCCCCCCC/C=C/CCCCCCCC1=NC(CN1CC(C)O)(C)C,5.65
858,CCCCCCCCCCCC1=NC(CN1C(C)(C)CO)(C)C,5.532
859,CCCCCCCCCCCCCCCCCC1=NC(CN1C(C)(C)CO)(C)C,5.856
860,CCCCCCCC/C=C/CCCCCCCC1=NC(CN1C(C)(C)CO)(C)C,5.517
861,C[N+]1(CCCCC1)NCC[N+]2(CCc3ccccc3C2)C,4
862,c1ccc(cc1)SCCc2ccncc2,4.505
863,c1ccc(cc1)C(CNc2ccccn2)O,4
864,c1cc(c(cc1CSCCc2ccncc2)Cl)Cl,4.686
865,CSc1c2ccccc2nnn1,4.289
866,CCOc1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])F,5.571
867,Cc1cc2cc3[n+]4c(cc5c(c(c6n5[Cu+2]47n2c1cc8[n+]7c(c6)C(=C8C)CCC(=O)O)CCC(=O)O)C)C=C3C,4.916
868,Cc1cc2cc3[n+]4c(cc5c(c(c6n5[Pd+2]47n2c1cc8[n+]7c(c6)C(=C8C)CCC(=O)O)CCC(=O)O)C)C=C3C,5.27
869,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O)O,4
870,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CCC2=O)OP(=O)(O)O,4.559
871,CC[C@]1(C[C@@H](c2c(cc3c(c2O)C(=O)c4c(ccc(c4C3=O)O)O)[C@H]1C(=O)OC)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC7CCC(=O)C(O7)C)O)N(C)C)O,9
872,CCC1(CC(c2c(cc3c(c2O)C(=O)c4c(ccc(c4C3=O)O)O)C1C(=O)OC)OC5CC(C(C(O5)C)OC6CC7C(C(O6)C)OC8C(O7)CC(=O)C(O8)C)N(C)C)O,8.900333333
873,c1cc(cnc1)CC(=O)NN,4
874,C/C(=N/NC(=S)N)/c1ccc[nH]1,4
875,c1cc[nH]/c(=N/N=C\c2cccnc2)/c1,4
876,Cc1cc(c(c(c1)C(C)(C)C)OCCCN2CCOCC2)C(C)(C)C,4.779
877,c1ccc2c(c1)-c3ccc(cc3C2=O)N(Cc4ccc(cc4)Br)Cc5ccc(cc5)Br,4.954
878,c1cc-2c(cc1NC=O)Cc3c2ccc(c3)[N+](=O)[O-],5.882
879,C(CC(=O)O)C(=O)CN,4
880,C1(C(C(C(C(C1O)N/C(=N)/N)O)O)O)N/C(=N)/N,4
881,c1cc2c(cc1Cl)nc([nH]2)C(C(C(C(CO)O)O)O)O,4
882,C1CCN(CC1)CC2CCCCC2=O,4
883,c1cc(ccc1c2ccc(cc2)NC(=N)N)NC(=N)N,4.428
884,CC1(C(NC(S1)C(C(=O)OC(C)(C)C)N2C(=O)c3ccccc3C2=O)C(=O)O)C,4
885,c1ccc(cc1)CS(=O)(=O)Nc2ccc(cc2)C(=O)O,4
886,CC(C)c1cccc(=O)c(c1)O,5.554
887,CC(C)c1ccc(c(=O)cc1)O,5.7535
888,C(CNC(=N)N)NC(=N)N,4
889,c1cc(c(cc1[As](=O)(O)O)N)O,4
890,c1ccc2c(c1)c(cs2)C(=O)c3c([n+](on3)[O-])C(=O)c4csc5c4cccc5,7.079
891,c1ccc2c(c1)Oc3c(cccc3S2)C(=O)NN,4.2
892,CCN(CC)CCN1c2ccccc2Sc3c1c4ccccc4cc3,5.534
893,CN(C)CCCN1c2ccccc2Sc3c1c4ccccc4cc3,5.651
894,C1CCNC(=O)C1,2.951
895,CCOC(=O)C(=C)C(=O)OCC,4
896,CC(=O)c1cc2cccc(c2oc1=O)OC,4
897,CCCCCCCCCCCCC(C(=O)O)O,4
898,c1ccnc(c1)CCN2CCCCCC2,4
899,Cc1ccc2c(c1)c(=O)c(c(o2)c3ccc(cc3)OC)O,4
900,COc1ccc2ccccc2c1/C=C/C(=O)c3ccccc3,5.782
901,Cc1cc2c(c(c(c(c2C(C)C)O)O)C=O)c(c1c3c(cc4c(c3O)c(c(c(c4C(C)C)O)O)C=O)C)O,5.387
902,CN(C)CCCNc1c2c(nc[nH]2)ncn1,4
903,c1ccc(cc1)n2cnc3c2nc(nc3Cl)Cl,5.569
904,CCN(CC)CCn1c2c(cn1)c(ncn2)N,4.46
905,CCCCN(CCCC)P(=O)(Oc1ccccc1)Oc2ccccc2,5.078
906,Cc1ccccc1c2c(nc3c(n2)c(nc(n3)N)N)N,5.324
907,c1cc(cc(c1)NC(=O)Nc2cccc(c2)C(F)(F)F)C(F)(F)F,6.142
908,C[N+](C)(C)CCCSc1[nH]c2ccccc2n1,4
909,C(CCCCC(=O)O)CCCC(=O)O,3.579
910,c1cc(cc(c1)C(=O)O)CN2CCCCC2,4
911,CC(=O)OCc1ccc(o1)[Hg]Cl,5.683
912,COC(=O)C1C(CCC2C1CC3c4c(c5ccccc5[nH]4)CCN3C2)O,4
913,Cc1ccc2ccc(=O)oc2c1,4
914,Cc1cc2c(cc1C)OC(=O)CC2,4
915,CCC(=O)OCN1C(=O)C=CC1=O,6.352
916,c1ccnc(c1)/C=C/c2cccc(c2)[N+](=O)[O-],5.102
917,c1cc(cc(c1)N2C(=O)C=CC2=O)N3C(=O)C=CC3=O,5.645
918,c1ccc2c(c1)c(cc[n+]2[O-])[N+](=O)[O-],5.747
919,Cc1cc(c2ccccc2[n+]1[O-])[N+](=O)[O-],5.65
920,Cc1c2=Cc3c(c(c4n3[Fe]56(n2c(=Cc7n5c(c(c7CCC(=O)O)C)C=c8n6c(=C4)c(c8C)C(=O)C)c1CCC(=O)O)Cl)C)C(=O)C,4.469
921,Cc1c([n+](c(c([n+]1[O-])C)C)[O-])C,4
922,CCCCCCOc1ccc(cc1)/C=N/NC(=S)N,6.219
