ID,SMILES,DATA
1482,c1ccc2c(c1)cccc2NC(=O)c3cc4ccccc4cc3O,5.536
1483,c1ccc2cc(ccc2c1)S(=O)(=O)N3CCN(CC3)S(=O)(=O)c4ccc5ccccc5c4,4
1484,c1cc(cc(c1)[N+](=O)[O-])C(=O)N,4
1485,COc1c2c(nc[nH]2)nc(n1)N,3.387
1486,c1ccc(cc1)c2nnn(n2)CCN3CCCCC3,4
1487,Cc1ccc(c2c1sc3ccccc3c2=O)NCCN(C)C,5.675
1488,C/C(=N\NC(=O)c1ccncc1)/c2ccccc2O,6.13
1489,c1[nH]c2c(n1)ncnc2NCCC(=O)O,4
1490,c1ccc(cc1)C(=O)c2cc3ccccc3o2,4
1491,c1ccc(cc1)C(=O)/C=C/c2ccccc2O,5.578
1492,c1ccc(c(c1)C(=O)/C=C\c2ccc(c(c2)O)O)O,6.191
1493,C(=C/C=C/C(=O)O)\C=C\C=C/C(=O)O,4
1494,CC(c1ccccc1)C(C)N,4
1495,Cc1ccc(cc1)S(=O)(=O)OCC#CCOS(=O)(=O)c2ccc(cc2)C,5.707
1496,c1c(ncnc1Cl)Cl,4
1497,COc1cc-2ccc1NC(=O)N3CCN(CC3)C(=O)Nc4ccc(cc4OC)-c5ccc(c(c5)OC)NC(=O)N6CCN(CC6)C(=O)Nc7ccc2cc7OC,4
1498,c1cc(ccc1/N=N\c2c3ccc(cc3ccc2O)Br)S(=O)(=O)O,4
1499,c1ccc2cc(c(cc2c1)C(=O)Nc3ccc(cc3)[N+](=O)[O-])O,6.123
1500,c1ccc2cc(c(cc2c1)C(=O)NC3CCCCC3)O,4.411
1501,c1ccc(cc1)Oc2cccc3c2C(=O)c4cccc(c4C3=O)Oc5ccccc5,5.147
1502,c1cc(ccc1NC(=O)CNc2ncco2)S(=O)(=O)c3ccc(cc3)NC(=O)CNc4ncco4,5.967
1503,Cc1cc(c(c(c1)CN2CCCCC2)O)CN3CCCCC3,4.384
1504,c1ccc(cc1)CCO/N=C/c2cccnc2,4
1505,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)O,4
1506,Cc1cc(cc(c1NC(=O)C)C)OCC(=O)O,4
1507,Cn1cnc(c1SCC(=O)O)[N+](=O)[O-],4
1508,Cn1cnc(c1S(=O)(=O)Oc2ccc(cc2)Cl)[N+](=O)[O-],5.633
1509,Cn1cnc(c1S(=O)(=O)Oc2ccccc2)[N+](=O)[O-],5.426
1510,Cn1cnc(c1S(=O)(=O)Oc2cccc3c2cccc3)[N+](=O)[O-],5.878
1511,CCN(CC)CC(C)Nc1ccc(c2c1c(=O)c3ccccc3s2)C,5.364
1512,CCN(CC)CCNc1ccc(c2c1c(=O)c3ccccc3s2)[N+](=O)[O-],6.135
1513,CCCCCCCC(=O)O[Hg]CC1COC(CO1)C[Hg]OC(=O)CCCCCCC,5.718
1514,CC1C(C(CC(O1)OC2C(Cc3cc4cc(cc(c4c(c3C2=O)O)O)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC)O)OC(=O)C)C(C(=O)C(C(C)O)O)OC)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)OC(=O)C(C)C)(C)O)O,7.79
1515,c1c(c(c(=O)[nH]n1)Br)Br,5.665
1516,c1c(c(=O)[nH]c(=O)n1C2CC(C(O2)CO)O)Br,4.191
1517,c1ccc(cc1)C(=O)CSc2c3c(nc[nH]3)nc(n2)N,4.287
1518,Cn1c2c(nc1N3CCN(CC3)C)n(c(=O)n(c2=O)C)C,4
1519,CN(C)CC1CCCC(C1=O)CN(C)C,7.23
1520,CN(C)Cc1cc(cc(c1O)CN(C)C)C(=O)O,4
1521,CN(C)CC1CCCCCC(C1=O)CN(C)C,5.86
1522,CN(C)CC1CCCC(C1=O)CN2CCCCC2,6.118
1523,C1CC(C(=O)C(C1)CN2CCOCC2)CN3CCOCC3,6.119
1524,c1ccc(cc1)CN(Cc2ccccc2)CC3CCCC(C3=O)CN(Cc4ccccc4)Cc5ccccc5,4.191
1525,c1cc(ccc1C(=O)Nc2ccc(cc2)[N+](=O)[O-])[N+](=O)[O-],4
1526,c1cc2c(c(c1)O)C(=O)c3c(cc(cc3O)CO)C2=O,4.504
1527,C(#CC(=O)N)C(=O)N,5.512
1528,c1cc(c(cc1/C=C\[N+](=O)[O-])Cl)Cl,6
1529,CC(C)C1C(COC(O1)/C=C/c2ccccc2)(C)C,4.679
1530,c1ccc(c(c1)C(c2ccc(cc2)Cl)C(Cl)Cl)Cl,4.744
1531,CNc1c(c(ncn1)Sc2c3c(nc[nH]3)nc(n2)N)[N+](=O)[O-],7.076
1532,c1cc(ccc1C(=O)CSc2c3c(nc[nH]3)nc(n2)N)Br,5.202
1533,CC(C)C(C(=O)O)Sc1c2c(nc[nH]2)nc(n1)N,4
1534,c1ccc(c(c1)CSc2c3c(nc[nH]3)nc(n2)N)[N+](=O)[O-],4.349
1535,c1ccc(cc1)C2(C(=O)NC(=O)N2)CCC(=O)O,4
1536,c1ccc(c(c1)C(CC(=O)O)C(=O)O)[N+](=O)[O-],4
1537,c1ccc(cc1)/C=C/C(=O)c2cccc3c2cccc3,5.567
1538,CN(C)CCCn1cnc2c1cc(c(c2)Cl)Cl,4.254
1539,Cc1nc2cccc(c2n1CCCN(C)C)[N+](=O)[O-],4
1540,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)OC(=O)C)C)COC(=O)C,4.301
1541,Cn1cnc(c1Sc2c3c(nc[nH]3)nc(n2)N)[N+](=O)[O-],5.521
1542,CCCCCCCCCCCCCCCCCC1=NCCN1C(=O)OCCO,5.699
1543,Cn1cnc(c1Sc2c3c(nc[nH]3)ncn2)[N+](=O)[O-],5.293
1544,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)C(C(=O)O)C(=O)O)C)C,6.951
1545,c1cc(c(cc1C(F)(F)F)[N+](=O)[O-])Sc2ccc(cc2[N+](=O)[O-])C(F)(F)F,5.46
1546,CC1CC(CC(C1=O)C(CC2CC(=O)NC(=O)C2)O)(C)O,7.853
1547,CN(C)Cc1cc(c(c(c1)Cl)O)CN(C)C,4
1548,C1CCN(CC1)CC2CCCC(C2=O)CN3CCCCC3,6.309
1549,c1cc(sc1)CC(C(=O)O)C(=O)O,4
1550,CNCC(c1ccc(c(c1)O)O)SC,5.574
1551,CN(C)Cc1cc(c(c(c1)O)O)CN(C)C,4.695
1552,c1c(c(=O)[nH]c(=O)[nH]1)NCCCl,4
1553,Cc1c2cccc[n+]2cc3c1c4ccccc4cc3,4.96
1554,C(CSSCCN)N,4.251
1555,CCCC(C(=O)O)Sc1c2c(nc[nH]2)nc(n1)N,4.089
1556,c1[nH]c2c(n1)ncnc2SCC(CO)O,4
1557,c1ccc2c(c1)C(=O)C(=C(C2=O)Cl)N3CCOCC3,5.597
1558,CN(C)CCCNC1=C(C(=O)c2ccccc2C1=O)Cl,5.525
1559,CC(C)NCCCNC1=C(C(=O)c2ccccc2C1=O)Cl,5.449
1560,c1ccc2c(c1)C(=O)C(=C(C2=O)Cl)Nc3ccc(cc3)S(=O)(=O)c4ccc(cc4)NC5=C(C(=O)c6ccccc6C5=O)Cl,5.722
1561,C=CCSc1c2c(ncn1)n(cn2)C3C(C(C(O3)CO)O)O,4
1562,CCSc1c2c(ncn1)n(cn2)C3C(C(C(O3)CO)O)O,6.834
1563,c1cc(ccc1SS(=O)(=O)c2ccc(cc2)Cl)Cl,5.374
1564,CC(C)c1ccc(c(c1)OC(=O)NC)Sc2ccc(cc2OC(=O)NC)C(C)C,5.467
1565,c1c(c(=O)[nH]c(=O)n1C2CC(C(O2)CO)O)I,4.758
1566,CC(C)NC(C)Cc1ccccc1,4
1567,c1cc(ccc1C(=O)/C=C(\C(=O)O)/O)Br,4.163
1568,c1ccc(cc1)C(=O)/C=C\c2cccc(c2)[N+](=O)[O-],6.246
1569,c1ccc(cc1)C(=O)/C=C/c2cccc3c2cccc3,5.484
1570,C(N)S(=O)(=O)O,4
1571,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(Cc5cnc(nc5C4)c6ccccc6)C,4.856
1572,c1ccc2c(c1)C(=O)c3cc(c(c(c3C2=O)Cl)N)S(=O)(=O)O,4
1573,c1cc(c2c(c1N)C(=O)c3c(ccc(c3C2=O)N)N)N,4.623
1574,c1c([nH]c(=S)[nH]c1=O)C(=O)O,4
1575,c1cc2c(ccc(c2Cl)[N+](=O)[O-])nc1,5.595
1576,c1cc(ccc1CSCC(C(=O)O)N)I,4
1577,c1cc(ccc1CSCCC(=O)O)I,4
1578,CN(C)C(=S)SC,4
1579,Cc1c(nc(nc1Cl)C)Cl,4.728
1580,CCOC(=O)CCCN,4
1581,CCN(CC)CC/N=C/c1c2c(cc(c(c2O)c3c(cc4c(c3O)c(c(c(c4C(C)C)O)O)/C=N\CCN(CC)CC)C)C)c(c(c1O)O)C(C)C,6.451
1582,Cc1ccc2c(c1)Sc3c4ccccc4ccc3N2,4.906
1583,c1ccc2c(c1)C(=O)C(=C(C2=O)Cl)N3CCN(CC3)C4=C(C(=O)c5ccccc5C4=O)Cl,6.791
1584,CN1CCN(CC1)C2=C(C(=O)c3ccccc3C2=O)Cl,5.607
1585,c1ccc2c(c1)C(=O)C(=C(C2=O)Cl)Nc3ccccn3,5.421
1586,CCNc1c2c(ncn1)n(nn2)CC,4
1587,CNc1c2c(ncn1)n(nn2)C,4
1588,c1c2c([nH]n1)ncnc2NCCCO,4
1589,c1[nH]c(c(n1)C(=O)O)CC(=O)O,4
1590,CCNc1c2c(ncn1)nn[nH]2,4
1591,CS(=O)(=O)Sc1ccc(cc1)Cl,5.595
1592,c1c(c(nc(n1)Cl)Cl)Cl,5.607
1593,Cc1nc(c(c(n1)Cl)CBr)Cl,6.818
1594,c1ccc2c(c1)cc(c(c2S(=O)(=O)O)O)C(=O)O,4
1595,c1ccc(cc1)/C=C(\c2ccccc2)/C(=O)O,4
1596,c1ccc(cc1)/C=C\2/C(=O)/C(=C/c3ccccc3)/CCC2,5.375
1597,CCn1cnc2c1[nH]c(nc2=S)N,4
1598,CC(C)CNc1c(c(=O)nc([nH]1)N)NC=O,4
1599,Cn1cnc(c1Sc2c3c(nc(n2)N)n(cn3)C4C(C(C(O4)CO)O)O)[N+](=O)[O-],5.502
1600,c1ccc(c(c1)CSc2c3c(nc(n2)N)n(cn3)C4C(C(C(O4)CO)O)O)Cl,4
1601,CC1(CO[Cd]2(N1)(NC(CO2)(C)C)(Cl)Cl)C,4.799
1602,Cc1c([nH]c(n1)/N=N/c2ccccc2)/N=N/c3ccccc3,5.66
1603,CC1=CC(C(C(C1)(C)C)O)C2/C(=N/O)/C=C(CC2(C)C)C,4.643
1604,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)O,4.578
1605,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)O,4.672
1606,C(CP(=O)(O)O)P(=O)(O)O,4
1607,CC(C)Nc1ccc(cc1)Nc2ccccc2,4.902
1608,CCCCCCCCCCCCCCCCCC1=NCCN1CCOC2=C(C(=O)c3ccccc3C2=O)Cl,6.278
1609,C(CN)C(C(=O)O)N,4
1610,c1ccc(cc1)CN2CCC(C2)CNc3c4ccccc4ncn3,4.387
1611,c1ccc2c(c1)c(c(c(=O)o2)S(=O)(=O)N)O,4
1612,c1(c(c(oc1C(=O)O)C(=O)O)C(=O)O)C(=O)O,4
1613,Cc1cc(ccc1CCCC(=O)O)OC,4.765
1614,CCCSc1cc(nc(n1)N)Cl,4
1615,CC(CC(C(=O)O)N)C(=O)O,4
1616,c1cc(cc(c1)/[As]=[As]\c2cccc(c2)[N+](=O)[O-])[N+](=O)[O-],7.534
1617,c1ccc(cc1)/[As]=[As]\c2ccccc2,6.63
1618,c1ccc(cc1)Oc2ccc(cc2)C(=O)c3ccc(cc3)[As]=O,7.72
1619,CC1CCC(CC1)(C(C)(c2ccccc2)C(=O)O)O,4.082
1620,C1CN1CC(C(CN2CC2)O)O,-1.69
1621,COc1ccc(cc1)CC(CN2CCOCC2)O,4
1622,c1ccc(cc1)SC(c2ccc3c(c2)OCO3)Sc4ccccc4,4
1623,CCOC(=O)C#Cc1ccccc1,5.532
1624,c1cc(ccc1S(=O)(=O)Cc2ccc(cc2Cl)Cl)Cl,6.296
1625,c1cc(cc(c1)[As](Cl)Cl)[N+](=O)[O-],6.122
1626,c1ccc2c(c1)C3c4ccccc4C2C5=C3C(=O)C(=C(C5=O)Cl)Cl,4.229
1627,c1ccc2c(c1)ncc(n2)NS(=O)(=O)c3ccc(cc3)N,4
1628,CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2cnc3ccccc3n2,4
1629,C(C(C(=O)O)S)C(=O)O,4.244
1630,Cc1cc(c(cc1CCl)C)CCl,6.455
1631,CCCCCCCCCCCCOP(=O)OCCCCCCCCCCCC,4
1632,CCOC(=O)Nc1[nH]c2ccccc2n1,5.355
1633,Cc1c(n(cn1)c2ccccc2O)C,4
1634,COc1cc(cc(c1OC)OC)[C@@H]2c3cc4c(cc3[C@@H]([C@@H]5[C@@H]2C(=O)OC5)OC6C(C(C7C(O6)COC(O7)c8ccccc8)O)O)OCO4,6.244
1635,CCCCCCCCCCCCCCCCNc1cccc2c1cccc2,4
1636,c1cc(ccc1Nc2c(c(nc(n2)N)N)N=O)Br,4.741
1637,c1cc(ccc1N)S(=O)(=O)NCCN,4.484
1638,c1ccc2c(c1)c(n[nH]2)Cl,4
1639,CN1C2CCC1CC(C2)OC(c3ccccc3)c4ccccc4,4.854
1640,c1ccc2c(c1)c(c[nH]2)CN3CCN(CC3)Cc4c[nH]c5c4cccc5,4.399
1641,C[N+](C)(C)c1ccc(cc1)C(C(=O)O)N,4
1642,C1CN(CCN1)CCNC(=S)S,4.675
1643,c1cc(ccc1/C=N\N=c\2/ccc(c[nH]2)[N+](=O)[O-])[N+](=O)[O-],4
1644,c1cc(c(cc1Cl)/C=N\N=c\2/ccc(c[nH]2)[N+](=O)[O-])O,6.413
1645,CCCn1cnc2c1nc(nc2SCc3ccccc3)N,4.137
1646,c1ccc(cc1)Cn2cnc3c2nc(nc3SCc4ccccc4)N,5.101
1647,CCCCCCCCCCCCCCCCNC(=O)OC(C)C,5.741
1648,CCC(C(=O)O)Nc1c2c(nc[nH]2)ncn1,4
1649,c1ccc2c(c1)C(C(=O)N2)(Cc3ccccn3)O,4
1650,CCNc1nc2c(=O)n(c(=O)n(c2s1)C)C,4
1651,CN(C)CCCc1cccnc1,4
1652,c1ccnc(c1)CCN2CCOCC2,4
1653,CC(C)CNCCc1ccccn1,4
1654,c1ccnc(c1)CCNc2ccccn2,4
1655,c1ccnc(c1)CCNCc2ccco2,4.313
1656,CC(c1ccccn1)C(=O)c2ccncc2,4
1657,c1ccc(cc1)C(=O)CC(=O)c2ccncc2,4.926
1658,CC(C)C(=O)C(C)(C)CCc1ccccn1,4
1659,c1ccc(cc1)C(CCc2ccccn2)C(=O)O,6
1660,c1ccc(cc1)C(Cc2cccnc2)(c3ccccc3)O,4
1661,CC(C)C(=O)Cc1ccc2ccccc2n1,4
1662,CCC(=O)C(c1ccccc1)c2ccccn2,4
1663,CC(C)(C)C(=O)C(CCN(C)C)c1ccccn1,4
1664,c1ccc2c(c1)ccc(n2)CCC3CCCCN3,4.08
1665,COc1cccc(c1O)/C=N\N=c\2/ccc(c[nH]2)[N+](=O)[O-],5.466
1666,c1ccc(cc1)C(C(C(=O)C(Br)Br)Br)Br,6.271
1667,CC(Cc1cccc(c1)C(F)(F)F)N,4
1668,c1ccc(cc1)CSCC(C(=O)O)N,4
1669,c1ccc2c(c1)C(=O)N(C2=O)C(CCC(=O)O)C(=O)O,4
1670,c1ccc(cc1)C=C=NC(=O)C(=O)C=C=Nc2ccccc2,6.14
1671,COc1cccc2c1O/C(=C/c3ccc(c(c3)OC)O)/C2=O,4.221
1672,COc1ccc(cc1O)/C=C/c2cc(cc(c2)OC3C(C(C(C(O3)CO)O)O)O)O,4.084
1673,COC1=CC(=O)C(=C(C1=O)OC)OC,5.553
1674,CC(C)c1cc(c(=O)ccc1CC=C(C)C)O,6.315
1675,Cn1cnc(c1Sc2c3c(nc(n2)N)n(cn3)Cc4ccccc4)[N+](=O)[O-],4.858
1676,CCCn1cnc2c1nc(nc2SCc3ccc(cc3)Cl)N,4.466
1677,CN1CCc2cc(cc-3c2[C@H]1Cc4c3c(c(cc4)OC)O)O,4.154
1678,CCCCN(CCCC)CC(=O)c1ccc2cc(c3ccccc3c2c1)Cl,4
1679,c1ccc2c(c1)c(c[nH]2)C3CCN(C3)CCN4CCOCC4,4
1680,c1ccc(cc1)Cn2cnc3c2nc(nc3N)N,4
1681,Cc1cc(=O)oc2c1cc(c(c2)OC)O,4
1682,Cc1cc(=O)oc2c1cc(cc2)OC(=O)C,4
1683,CCCCc1cc2c(cc(=O)oc2c(c1O)O)C,4.671
1684,c1ccc2c(c1)c3nc-4[n+]5c(nc6c7ccccc7c8n6[Cu+2]59n3c2nc-1[n+]9c(n8)-c2c1cccc2)-c1c4cccc1,4
1685,c1ccc(cc1)[Sn](c2ccccc2)(c3ccccc3)Cl,7.769
1686,CC[N+](CCCCCCCCCC[N+](CC)(c1ccccn1)c2ccccn2)(c3ccccn3)c4ccccn4,5.978
1687,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)OC(=O)c6ccccc6)C)C,4
1688,CN(C)c1ccc(cc1)C(=NO)c2ccc(cc2)N(C)C,5.485
1689,CCC1(C(=O)NC(=O)NC1=S)CC,4
1690,C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O,4
1691,CC1(c2cccc(c2C(=O)C3=C(C4(C(CC31)C(C(=C(C4=O)C(=O)N)O)N(C)C)O)O)O)O,5.622
1692,CCCCCCCCCCCCOC(=N)N1CCOCC1,5.645
1693,COC(Cc1cccc2c1oc(=O)c(c2)C(=O)O)[CH-][Hg+2][O-],5.494
1694,c1cc(ccc1N)N(CCCl)CCCl,6.344
1695,c1ccc2c(c1)c3cc(ccc3cc2Br)C(=O)CBr,4.479
1696,C/C(=N\O)/c1ccc2cc(c3ccccc3c2c1)Br,4.756
1697,CC(C(=O)c1ccc2cc(c3ccccc3c2c1)Br)Br,5.611
1698,CC(C)c1ccccc1OC(=O)C2C(C2(C)C)C=C(C)C,4.642
1699,CCCn1cnc2c1nc(nc2SCc3ccccc3Cl)N,5.229
1700,CC(C)Cn1cnc2c1nc(nc2Sc3c(ncn3C)[N+](=O)[O-])N,4.413
1701,c1c2c(ncnc2N3CC3)n(n1)C4CCCCO4,4
1702,CN1C(=O)C(SC1=S)/N=N/c2ccc(cc2)[N+](=O)[O-],5.187
1703,CS(=O)(=O)OCCn1c(=O)n(c(=O)n(c1=O)CCOS(=O)(=O)C)CCOS(=O)(=O)C,4
1704,c1ccc2c(c1)c(n[nH]2)N,4
1705,CN(C)CCCn1c2cc(c(cc2nc-3c(=O)[nH]c(=O)nc13)Cl)Cl,5.419
1706,CCN(CC)c1ccc2cc3ccc(cc3[o+]c2c1)N(CC)CC,7.378
1707,C1=CC(=O)N(C1=O)CCCCCCCCCCN2C(=O)C=CC2=O,5.393
1708,CCC1(C(=NC(=S)NC1=O)N)CC,4
1709,CCCOP(=S)(N1CC1)N2CC2,4
1710,c1ccc2c(c1)C(=O)C(=C(C2=O)Cl)NCc3ccco3,5.005
1711,c1ccc(cc1)CC(c2[nH]nnn2)N,4
1712,c1ccc2c(c1)[nH]/c(=N/N=C/c3ccc(cc3O)O)/s2,6.145
1713,CN(Cc1c(c(cc(c1Cl)Cl)Cl)O)CC(=O)O,5.29
1714,CC[N+](C)(CC)CCN1C(=O)c2ccccc2S1(=O)=O,4
1715,c1nc2c(c(n1)I)ncn2C3CCCO3,4
1716,c1[nH]c2c(c(=S)n1)ncn2C3CCCO3,4
1717,c1cc(ccc1/N=N\c2c3ccc(cc3cc(c2O)S(=O)(=O)O)S(=O)(=O)O)F,4
1718,c1ccc2c(c1)ccc(c2/N=N/c3cccc(c3)[N+](=O)[O-])O,4.79
1719,COc1ccccc1/N=N/c2c3ccccc3ccc2O,4
1720,COc1ccccc1/N=N/c2c3ccc(cc3cc(c2O)S(=O)(=O)O)S(=O)(=O)O,4
1721,c1ccc2c(c1)ccc(c2/N=N/c3cccc4c3cccc4S(=O)(=O)O)O,4
1722,c1ccc2c(c1)cccc2/N=N/c3c4ccc(cc4ccc3O)S(=O)(=O)O,4
1723,c1ccc2c(c1)ccc(c2/N=N/c3ccc4c(c3)C(=O)c5ccccc5C4=O)O,4
1724,Cc1ccc(c(c1)[N+](=O)[O-])/N=N/c2c3ccccc3cc(c2O)C(=O)Nc4ccccc4,4
1725,CC12CCC(CC1CCC3C2CCC4(C3CCC4C(=O)CC(C(F)(F)F)O)C)O,4.591
1726,CC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)C/C(=C(/C(F)(F)F)\OC(=O)C)/C4=O)C)C,5.711
1727,c1ccc(cc1)NC(=S)c2ccccn2,5.402
1728,c1ccc2c(c1)C(=O)C(=C(C2=O)Cl)Nc3ccc(cc3)S(=O)(=O)Nc4ccccn4,5.434
1729,Cc1c(c(c(nc1C(=O)O)c2ccc3c(n2)C(=O)C(=C(C3=O)OC)N)N)c4ccc(c(c4O)OC)OC,8.207
1730,Cc1c(c(c(nc1C(=O)OC)c2ccc3c(n2)C(=O)C(=C(C3=O)OC)N)N)c4ccc(c(c4O)OC)OC,5.591
1731,CN(C)/N=N/c1c(nc[nH]1)C(=O)N,4.953
1732,c1c[nH]nc1,5
1733,CN(C)C(CCSC)C(=O)O,4
1734,Cc1ccc(c(c1)S(=O)(=O)N)/N=N/c2ccc(cc2C)N,4.318
1735,c1ccc(c(c1)/N=N/c2c3ccc(cc3ccc2O)S(=O)(=O)O)Cl,4
1736,c1cc(ccc1/N=N/c2c3ccc(cc3ccc2O)S(=O)(=O)O)Cl,4
1737,c1ccc2c(c1)ccc(c2/N=N/c3ccc(cc3)F)O,4
1738,c1cc(ccc1/N=N/c2c3ccc(cc3ccc2O)S(=O)(=O)O)[N+](=O)[O-],4
1739,c1cc(ccc1/N=N/c2c(ccc3c2c(cc(c3)S(=O)(=O)O)S(=O)(=O)O)O)[N+](=O)[O-],4
1740,c1cc(ccc1/N=N\c2c3ccc(cc3cc(c2O)S(=O)(=O)O)S(=O)(=O)O)[N+](=O)[O-],4
1741,c1cc(cc(c1)[N+](=O)[O-])/N=N/c2c3ccc(cc3cc(c2O)S(=O)(=O)O)S(=O)(=O)O,4
1742,c1ccc(cc1)/N=N/c2c3ccc(cc3cc(c2O)S(=O)(=O)O)S(=O)(=O)O,4
1743,c1ccc(cc1)/N=N/c2ccc3c(cc(c(c3c2O)N)S(=O)(=O)O)S(=O)(=O)O,4
1744,Cc1ccc(cc1)/N=N/c2c(ccc3c2c(cc(c3)S(=O)(=O)O)S(=O)(=O)O)O,4
1745,Cc1ccccc1/N=N/c2c3ccc(cc3cc(c2O)S(=O)(=O)O)S(=O)(=O)O,4
1746,Cc1ccc(c(c1)C)/N=N/c2c3ccc(cc3ccc2O)S(=O)(=O)O,4
1747,Cc1ccc(c(c1)S(=O)(=O)N(C)C)/N=N/c2c(c3ccccc3[nH]c2=O)O,4
1748,c1ccc2c(c1)cccc2/N=N/c3c4ccccc4ccc3O,4
1749,c1ccc2c(c1)ccc(c2/N=N/c3cccc4c3ccc(c4)S(=O)(=O)O)O,4.151
1750,c1ccc2c(c1)ccc(c2/N=N\c3cccc4c3cc(cc4)S(=O)(=O)O)O,4
1751,c1ccc2c(c1)ccc(c2/N=N/c3cccc4c3c(ccc4)S(=O)(=O)O)O,4
1752,c1ccc2c(c1)ccc(c2/N=N/c3ccc4cc(ccc4c3)S(=O)(=O)O)O,4
1753,c1ccc2c(c1)ccc(c2/N=N/c3ccc4cc(cc(c4c3)S(=O)(=O)O)S(=O)(=O)O)O,4
1754,c1ccc2c(c1)ccc(c2/N=N/c3cc4c(cccc4S(=O)(=O)O)c(c3)S(=O)(=O)O)O,4
1755,c1ccc2c(c1)cccc2/N=N/c3c(ccc4c3c(cc(c4)S(=O)(=O)O)S(=O)(=O)O)O,4
1756,c1ccc2c(c1)cccc2/N=N\c3c4ccc(cc4cc(c3O)S(=O)(=O)O)S(=O)(=O)O,4
1757,c1ccc(cc1)NC(=O)c2cc3ccccc3c(c2O)/N=N\c4cccc(c4)[N+](=O)[O-],4
1758,c1ccc(cc1)NC(=O)c2cc3ccccc3c(c2O)/N=N/c4ccc(cc4)[N+](=O)[O-],5.314
1759,Cc1ccccc1/N=N/c2ccc(c(c2)C)/N=N/c3c(ccc4c3c(cc(c4)S(=O)(=O)O)S(=O)(=O)O)O,4
1760,CC(=N/N=c\1/c2c([nH]cn1)nc[nH]2)C,5.31
1761,CN(C)CCCNc1c2cc(ccc2nc3c1CCCC3)Cl,5.406
1762,c1ccc2c(c1)C(=O)C(=C(C2=O)Cl)Nc3ccc(cc3)S(=O)(=O)O,4.574
1763,c1ccc(cc1)Nc2ccc(cc2NC3=C(C(=O)c4ccccc4C3=O)Cl)NC5=C(C(=O)c6ccccc6C5=O)Cl,5.431
1764,c1ccc2c(c1)nc(s2)C(C(C(C(C(=O)O)O)O)O)O,5.452
1765,c1c(c(nc(n1)O)O)NC(=O)C(Cl)Cl,4
1766,CCCCCCNc1c2c(nc([nH]2)NCCCCCC)nc(n1)NCCCCCC,5.306
1767,c1ccnc(c1)CCS/C(=N)/N,4
1768,c1cnccc1CCSC(=N)N,4.182
1769,COc1c2c(ccc(=O)o2)cc3c1occ3,4
1770,COc1cc(ccc1c2ccc(cc2OC)NC(=O)NCc3ccco3)NC(=O)NCc4ccco4,4.775
1771,CN1CCN(CC1)CCCN2c3ccccc3Sc4c2cc(cc4)C(F)(F)F,5.083
1772,CN(CCC(=O)O)C1=Nc2ccc(cc2C(=[N+](C1)[O-])c3ccccc3)Cl,4
1773,CN(C)CCNc1ccc(c2c1c(=O)c3ccccc3s2)[N+](=O)[O-],5.645
1774,CCOc1ccc(cc1)NC(=O)Nc2cc(ccc2C)C(C)C,4.594
1775,c1ccc2c(c1)nc(n2Cc3ccc(cc3)Cl)CN4CCCC4,4.569
1776,COc1ccc(cc1)n2cnc3c2nc(nc3N)N,4.596
1777,C[C@]12CCC(=O)N(C1=CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C)CCN(C)C,4
1778,Cc1ccc(cc1NC(=O)Nc2ccc(cc2)[N+](=O)[O-])C(C)C,5.705
1779,CC(CN(CC(C)Br)c1ccc-2c(c1)Cc3c2cccc3)Br,5.692
1780,c1ccc2c(c1)-c3ccc(cc3C2=O)NC(=O)C4CCCCC4C(=O)O,4
1781,CC(C)CC(=O)/C(=C\c1ccccc1)/C(=O)C,5.403
1782,Cc1cccc(c1)CNc2c3cn[nH]c3ncn2,4
1783,CCOC(=O)C1(CCCC1=O)CC(=O)O,4
1784,COc1ccc2cc(ccc2c1)C(=O)CCC(=O)O,4
1785,COc1ccc(cc1)C(=O)c2ccc(c(c2OC)OC)OC,5.836
1786,c1ccc(cc1)CCC(C(=O)O)N2C(=O)c3ccccc3C2=O,4
